日期,指数,收盘,开盘,最高,最低,成交量
2024-10-25,恒生科技,4538.02979,4492.6,4593.12,4492.6,1395665315
2024-10-28,恒生科技,4574.06982,4563.74,4601.07,4516.73,961931860
2024-10-29,恒生科技,4623.83984,4648.47,4701.0,4601.52,1225488142
2024-10-30,恒生科技,4513.68018,4581.18,4610.33,4491.61,1190037014
2024-10-31,恒生科技,4499.1499,4527.34,4578.4,4499.15,1014844986
2024-11-01,恒生科技,4483.91016,4504.48,4548.66,4454.93,1137428542
2024-11-04,恒生科技,4532.18018,4512.24,4554.36,4501.09,783044140
2024-11-05,恒生科技,4693.8501,4486.17,4694.48,4486.17,1528360476
2024-11-06,恒生科技,4574.5,4646.37,4667.9,4525.36,1590266435
2024-11-07,恒生科技,4677.64014,4532.54,4687.5,4508.4,1600120832
2024-11-08,恒生科技,4668.25977,4786.41,4838.38,4658.69,1797151010
2024-11-11,恒生科技,4651.70996,4524.49,4670.15,4524.49,1670163347
2024-11-12,恒生科技,4456.85986,4627.54,4680.41,4442.54,1752323713
2024-11-13,恒生科技,4455.66992,4393.88,4461.15,4363.62,1085269483
2024-11-14,恒生科技,4318.31982,4388.38,4463.34,4294.34,1445230830
2024-11-15,恒生科技,4327.83984,4322.0,4394.32,4288.01,1114380653
2024-11-18,恒生科技,4341.52979,4379.19,4405.57,4318.19,1076776493
2024-11-19,恒生科技,4395.04004,4381.92,4413.08,4341.87,896460641
2024-11-20,恒生科技,4413.08008,4372.37,4436.01,4364.57,911448033
2024-11-21,恒生科技,4358.1499,4393.04,4417.09,4347.05,875057691
2024-11-22,恒生科技,4246.2002,4366.18,4400.54,4226.58,1700194248
2024-11-25,恒生科技,4235.31006,4275.4,4287.7,4195.27,1372129463
2024-11-26,恒生科技,4221.99023,4203.9,4265.98,4203.9,1108966913
2024-11-27,恒生科技,4374.43994,4233.08,4394.02,4188.74,997986746
2024-11-28,恒生科技,4307.75,4379.81,4379.81,4301.36,675453009
2024-11-29,恒生科技,4353.54981,4309.31,4431.75,4304.34,911817521
2024-12-02,恒生科技,4405.9502,4355.64,4425.39,4343.37,965037868
2024-12-03,恒生科技,4417.99023,4413.91,4433.95,4342.7,914794648
2024-12-04,恒生科技,4404.04004,4428.08,4444.9,4381.72,894520489
2024-12-05,恒生科技,4370.22022,4366.96,4388.43,4347.1,967404434
2024-12-06,恒生科技,4464.6499,4387.48,4472.69,4352.64,2740000685
2024-12-09,恒生科技,4656.79981,4429.05,4664.33,4416.38,2949112029
2024-12-10,恒生科技,4591.93994,4854.34,4854.34,4588.16,3102760823
2024-12-11,恒生科技,4531.58008,4613.12,4646.55,4511.77,1876335233
2024-12-12,恒生科技,4600.81982,4551.33,4659.95,4521.73,1439362814
2024-12-13,恒生科技,4479.6001,4554.23,4567.79,4458.21,1570407185
2024-12-16,恒生科技,4414.7002,4480.32,4503.39,4391.73,1187710743
2024-12-17,恒生科技,4389.08008,4387.62,4472.97,4360.96,906916118
2024-12-18,恒生科技,4468.8501,4453.89,4489.4,4432.4,692230838
2024-12-19,恒生科技,4439.47022,4393.09,4469.47,4388.02,1460365992
2024-12-20,恒生科技,4444.18994,4432.72,4487.66,4429.6,1601038877
2024-12-23,恒生科技,4457.8501,4481.46,4497.18,4437.59,1024561449
2024-12-24,恒生科技,4507.6499,4468.71,4528.57,4459.54,584771222
2024-12-27,恒生科技,4538.58984,4524.99,4578.15,4517.96,1823675104
2024-12-30,恒生科技,4500.6001,4546.01,4557.06,4484.78,1144716868
2024-12-31,恒生科技,4468.10986,4484.54,4507.55,4468.11,556975267
2025-01-02,恒生科技,4357.52979,4436.74,4447.02,4347.09,1253285868
2025-01-03,恒生科技,4403.12012,4383.53,4453.29,4337.98,1765146595
2025-01-06,恒生科技,4395.08008,4432.58,4447.96,4377.26,928974174
2025-01-07,恒生科技,4354.79981,4352.61,4403.19,4275.81,1898351644
2025-01-08,恒生科技,4307.3999,4351.86,4371.32,4252.04,1147257958
2025-01-09,恒生科技,4311.54004,4304.76,4367.61,4296.09,943911443
2025-01-10,恒生科技,4260.81982,4335.01,4360.09,4251.77,1140886422
2025-01-13,恒生科技,4221.91992,4222.99,4238.0,4168.04,879562738
2025-01-14,恒生科技,4352.04004,4227.99,4380.41,4227.43,1197414268
2025-01-15,恒生科技,4363.79004,4329.76,4387.1,4315.24,1003886989
2025-01-16,恒生科技,4417.37012,4423.63,4489.47,4361.22,1149065639
2025-01-17,恒生科技,4479.18994,4410.14,4492.85,4392.29,984514665
2025-01-20,恒生科技,4595.2002,4554.6,4638.85,4542.63,1262940224
2025-01-21,恒生科技,4693.72022,4650.62,4722.07,4608.0,1237320220
2025-01-22,恒生科技,4581.08984,4644.5,4669.78,4560.61,1027380584
2025-01-23,恒生科技,4515.47998,4615.0,4659.78,4496.56,1125798538
2025-01-24,恒生科技,4657.60986,4545.34,4675.81,4538.72,1721607958
2025-01-27,恒生科技,4687.33984,4706.36,4751.66,4667.56,3182211960
2025-01-28,恒生科技,4723.62988,4723.61,4731.86,4678.52,592611497
2025-02-03,恒生科技,4737.45996,4699.47,4741.5,4572.6,1462477857
2025-02-04,恒生科技,4977.37988,4828.96,4981.91,4821.49,2143239795
2025-02-05,恒生科技,4930.2002,4975.78,4975.78,4845.33,2271436639
2025-02-06,恒生科技,5059.37988,4926.54,5059.38,4918.92,2386361591
2025-02-07,恒生科技,5150.3501,5051.92,5203.93,5038.31,3174675744
2025-02-10,恒生科技,5286.66016,5187.88,5296.22,5187.11,2958291315
2025-02-11,恒生科技,5142.31006,5307.29,5307.29,5133.62,2667491892
2025-02-12,恒生科技,5281.18018,5214.32,5281.72,5155.0,2765041382
2025-02-13,恒生科技,5235.27979,5321.63,5503.4,5201.34,5465048868
2025-02-14,恒生科技,5526.22022,5310.37,5526.22,5300.01,5307494052
2025-02-17,恒生科技,5499.25977,5599.12,5656.44,5394.26,5201354946
2025-02-18,恒生科技,5639.04981,5519.19,5696.46,5494.27,3999394881
2025-02-19,恒生科技,5672.24023,5576.09,5676.37,5510.92,3005219628
2025-02-20,恒生科技,5500.02002,5610.81,5652.08,5466.24,3080164224
2025-02-21,恒生科技,5859.29981,5684.94,5859.3,5605.26,4741190569
2025-02-24,恒生科技,5789.52002,5864.55,5904.3,5740.13,3705762221
2025-02-25,恒生科技,5698.81982,5540.42,5814.7,5537.54,3270043056
2025-02-26,恒生科技,5953.79004,5763.62,6023.79,5760.25,2686913313
2025-02-27,恒生科技,5881.00977,5963.87,6085.13,5764.73,3467494189
2025-02-28,恒生科技,5568.14014,5862.98,5862.98,5511.45,4077376901
2025-03-03,恒生科技,5535.85986,5631.89,5701.09,5460.6,2345269463
2025-03-04,恒生科技,5535.64014,5400.15,5590.14,5358.76,1878904540
2025-03-05,恒生科技,5757.93994,5618.34,5770.8,5565.54,2411225739
2025-03-06,恒生科技,6068.77002,5919.53,6090.37,5919.53,3293252665
2025-03-07,恒生科技,6037.43994,6003.72,6195.4,5952.52,3248116728
2025-03-10,恒生科技,5885.49023,6016.34,6076.28,5819.12,2557168688
2025-03-11,恒生科技,5967.22998,5728.87,5991.32,5715.54,1847905895
2025-03-12,恒生科技,5845.35986,6032.27,6075.31,5756.07,1902651836
2025-03-13,恒生科技,5747.77002,5867.63,5881.64,5644.68,1739887384
2025-03-14,恒生科技,5880.77979,5826.21,5920.03,5714.6,1521231008
2025-03-17,恒生科技,5872.81006,5920.63,5943.6,5822.02,1322633081
2025-03-18,恒生科技,6105.5,6038.3,6105.5,5980.77,1758622218
2025-03-19,恒生科技,6041.18994,6043.94,6096.9,5979.49,2007895401
2025-03-20,恒生科技,5836.27979,6031.56,6031.56,5822.74,1720294767
2025-03-21,恒生科技,5639.56006,5799.08,5854.78,5614.56,2236269328
2025-03-24,恒生科技,5736.83008,5664.86,5762.83,5596.2,1608684561
2025-03-25,恒生科技,5517.52002,5638.72,5671.59,5502.48,2552629939
2025-03-26,恒生科技,5573.04004,5537.45,5606.98,5522.89,1085541531
2025-03-27,恒生科技,5589.12012,5588.57,5706.34,5495.53,2800094898
2025-03-28,恒生科技,5506.47022,5605.34,5649.15,5455.21,1523747028
2025-03-31,恒生科技,5394.72022,5439.5,5470.53,5335.85,1639353527
2025-04-01,恒生科技,5407.37988,5441.99,5517.76,5395.9,1760445722
2025-04-02,恒生科技,5426.43994,5398.7,5506.56,5359.83,1628038367
2025-04-03,恒生科技,5313.25977,5257.91,5371.54,5250.64,2030324533
2025-04-07,恒生科技,4401.50977,4721.03,4840.03,4363.55,7622567410
2025-04-08,恒生科技,4568.37988,4547.38,4664.7,4415.76,3588145910
2025-04-09,恒生科技,4689.18994,4373.62,4753.49,4296.16,3423736967
2025-04-10,恒生科技,4813.74023,4875.02,4998.49,4765.5,3395191195
2025-04-11,恒生科技,4900.43018,4787.95,4987.08,4746.34,2179568766
2025-04-14,恒生科技,5015.12012,5053.59,5077.88,4977.77,2129524528
2025-04-15,恒生科技,4981.6001,5057.81,5057.81,4916.57,1158358858
2025-04-16,恒生科技,4796.27979,4908.68,4919.26,4735.35,1587284462
2025-04-17,恒生科技,4887.37012,4790.56,4910.57,4774.46,1214945147
2025-04-22,恒生科技,4899.20996,4854.75,4919.74,4792.59,1373960760
2025-04-23,恒生科技,5049.3999,5070.75,5079.37,4978.5,1915128708
2025-04-24,恒生科技,4975.89014,5045.2,5064.65,4921.53,3696047476
2025-04-25,恒生科技,4982.95996,5037.91,5082.97,4965.75,1508111884
2025-04-28,恒生科技,4988.93994,5011.61,5016.25,4954.49,891757496
2025-04-29,恒生科技,5019.72998,5022.3,5089.21,4976.68,1295601956
2025-04-30,恒生科技,5087.41992,5030.08,5091.46,4995.41,1432040276
2025-05-02,恒生科技,5244.06006,5112.09,5264.91,5079.01,1144051885
2025-05-06,恒生科技,5239.5,5243.06,5269.04,5179.01,1400687963
2025-05-07,恒生科技,5200.04004,5382.09,5396.54,5198.63,1436652051
2025-05-08,恒生科技,5228.91016,5185.7,5293.57,5175.0,1046887004
2025-05-09,恒生科技,5180.25,5225.6,5225.6,5117.57,1036304114
2025-05-12,恒生科技,5447.3501,5291.67,5500.89,5215.13,2274112264
2025-05-13,恒生科技,5269.66016,5431.61,5431.61,5253.63,1663848553
2025-05-14,恒生科技,5381.77979,5352.68,5396.46,5319.53,1193277649
2025-05-15,恒生科技,5297.83984,5374.16,5398.95,5274.39,1083920456
2025-05-16,恒生科技,5281.33984,5247.34,5299.16,5235.53,1333162036
2025-05-19,恒生科技,5255.06006,5227.54,5282.03,5162.83,1250406863
2025-05-20,恒生科技,5315.56006,5266.61,5337.21,5243.02,1229961001
2025-05-21,恒生科技,5342.41016,5330.25,5373.36,5317.53,1057507747
2025-05-22,恒生科技,5251.75,5336.47,5344.69,5224.25,1340978148
2025-05-23,恒生科技,5246.87012,5255.49,5310.47,5217.21,1235792836
2025-05-26,恒生科技,5157.6499,5229.96,5233.97,5138.85,1590555454
2025-05-27,恒生科技,5182.6001,5130.9,5192.2,5102.18,1281247690
2025-05-28,恒生科技,5174.64014,5209.46,5218.62,5145.35,1593368528
2025-05-29,恒生科技,5301.91992,5177.62,5320.36,5161.15,1692703040
2025-05-30,恒生科技,5170.43018,5234.93,5235.13,5145.07,1595035024
2025-06-02,恒生科技,5134.10986,5101.67,5137.06,5009.66,857200992
2025-06-03,恒生科技,5189.49023,5162.05,5215.65,5154.64,1057772402
2025-06-04,恒生科技,5219.02002,5171.78,5249.97,5170.12,1205009696
2025-06-05,恒生科技,5319.95996,5269.58,5321.98,5251.68,1430875738
2025-06-06,恒生科技,5286.52002,5327.04,5327.04,5245.45,2040631992
2025-06-09,恒生科技,5433.22998,5337.75,5457.59,5335.82,1900476938
2025-06-10,恒生科技,5392.18994,5455.63,5455.63,5335.16,1410466735
2025-06-11,恒生科技,5451.2002,5403.96,5484.63,5399.42,1268230482
2025-06-12,恒生科技,5331.33008,5389.56,5405.4,5319.98,3362757647
2025-06-13,恒生科技,5239.70996,5280.57,5314.56,5192.45,2088439897
2025-06-16,恒生科技,5299.91016,5207.61,5328.2,5185.65,1608368247
2025-06-17,恒生科技,5291.8501,5314.09,5339.13,5258.11,1087202004
2025-06-18,恒生科技,5214.41016,5261.42,5261.42,5194.49,869081948
2025-06-19,恒生科技,5088.31982,5187.07,5196.76,5071.54,1196682232
2025-06-20,恒生科技,5133.14014,5103.67,5133.14,5089.6,1604597763
2025-06-23,恒生科技,5187.00977,5077.86,5189.03,5053.74,1089797650
2025-06-24,恒生科技,5297.95996,5236.95,5326.63,5236.95,1322600056
2025-06-25,恒生科技,5359.02002,5345.49,5393.06,5323.5,1389956645
2025-06-26,恒生科技,5345.16016,5331.29,5381.72,5306.8,1379500670
2025-06-27,恒生科技,5341.43018,5363.68,5393.99,5323.86,2235713550
2025-06-30,恒生科技,5302.81982,5351.99,5380.49,5297.63,1667355354
2025-07-02,恒生科技,5269.10986,5359.67,5362.18,5256.22,1324251637
2025-07-03,恒生科技,5233.70996,5277.1,5279.69,5192.12,1392051092
2025-07-04,恒生科技,5216.25977,5194.33,5277.86,5129.52,2307756211
2025-07-07,恒生科技,5229.56006,5192.47,5236.09,5157.28,1302034604
2025-07-08,恒生科技,5325.9502,5244.31,5328.53,5235.95,1330810440
2025-07-09,恒生科技,5231.99023,5300.65,5300.65,5217.75,1095571786
2025-07-10,恒生科技,5216.6001,5218.31,5240.13,5190.39,1229260571
2025-07-11,恒生科技,5248.47998,5202.21,5328.93,5202.21,2950135505
2025-07-14,恒生科技,5283.5,5240.48,5298.2,5226.63,1445250443
2025-07-15,恒生科技,5431.29004,5297.89,5435.94,5273.45,2071666417
2025-07-16,恒生科技,5418.3999,5479.44,5531.27,5414.91,2485316716
2025-07-17,恒生科技,5448.8501,5417.48,5471.47,5401.41,1573317846
2025-07-18,恒生科技,5538.83008,5520.07,5550.49,5473.54,1219229779
2025-07-21,恒生科技,5585.5,5604.06,5604.06,5537.83,1329164731
2025-07-22,恒生科技,5606.83008,5589.82,5613.47,5552.32,1377837427
2025-07-23,恒生科技,5745.74023,5675.95,5759.51,5624.91,1841383097
2025-07-24,恒生科技,5743.0,5730.8,5802.88,5729.35,3264988852
2025-07-25,恒生科技,5677.8999,5713.59,5713.59,5641.22,2422034370
2025-07-28,恒生科技,5664.02002,5699.07,5705.04,5639.12,2426244271
2025-07-29,恒生科技,5644.37988,5631.56,5649.42,5550.62,1818323205
2025-07-30,恒生科技,5490.75977,5540.85,5591.71,5466.0,1978305423
2025-07-31,恒生科技,5453.14014,5458.8,5519.44,5418.1,2608635334
2025-08-01,恒生科技,5397.3999,5447.96,5489.83,5397.4,1338912672
2025-08-04,恒生科技,5481.25,5361.98,5489.99,5350.7,1170864853
2025-08-05,恒生科技,5521.06982,5489.47,5521.07,5471.26,1441184924
2025-08-06,恒生科技,5532.16992,5503.81,5545.81,5478.02,1385216953
2025-08-07,恒生科技,5546.72998,5546.84,5571.93,5484.33,1540328553
2025-08-08,恒生科技,5460.29981,5500.85,5509.05,5449.73,1299010800
2025-08-11,恒生科技,5460.02002,5470.92,5477.51,5420.02,1139880391
2025-08-12,恒生科技,5439.16016,5427.81,5459.43,5397.85,1529789731
2025-08-13,恒生科技,5630.77979,5490.46,5630.78,5487.42,3293612182
2025-08-14,恒生科技,5576.02979,5669.47,5669.47,5557.74,2288795877
2025-08-15,恒生科技,5543.16992,5509.09,5546.76,5495.26,2220275943
2025-08-18,恒生科技,5579.18018,5565.54,5671.34,5565.54,3197222427
2025-08-19,恒生科技,5542.02979,5592.3,5594.97,5524.1,1719052504
2025-08-20,恒生科技,5541.27002,5500.58,5561.76,5468.33,1714310819
2025-08-21,恒生科技,5498.5,5539.65,5539.65,5469.66,1426474939
2025-08-22,恒生科技,5647.68018,5553.03,5649.62,5524.34,2865461361
2025-08-25,恒生科技,5825.08984,5731.7,5847.95,5731.7,3350833019
2025-08-26,恒生科技,5782.24023,5780.95,5853.85,5755.81,2697217236
2025-08-27,恒生科技,5697.52979,5814.33,5856.4,5679.11,7660569995
2025-08-28,恒生科技,5644.02002,5641.28,5675.84,5566.87,4710741835
2025-08-29,恒生科技,5674.31006,5689.24,5734.52,5628.2,4303905766
2025-09-01,恒生科技,5798.95996,5792.25,5820.39,5747.34,5085489235
2025-09-02,恒生科技,5728.45996,5792.84,5798.76,5690.81,3008517601
2025-09-03,恒生科技,5683.74023,5785.33,5799.78,5665.64,2061607792
2025-09-04,恒生科技,5578.85986,5725.64,5725.98,5553.61,3548964597
2025-09-05,恒生科技,5687.4502,5602.56,5709.74,5585.88,3140847339
2025-09-08,恒生科技,5753.75,5693.99,5766.43,5666.09,2583711768
2025-09-09,恒生科技,5828.74023,5786.76,5863.49,5768.89,2129553531
2025-09-10,恒生科技,5902.68994,5869.81,5957.48,5862.38,1986617815
2025-09-11,恒生科技,5888.77002,5845.38,5931.55,5805.07,3477088421
2025-09-12,恒生科技,5989.27002,6004.74,6042.61,5976.52,3204689216
2025-09-15,恒生科技,6043.60986,5982.4,6077.71,5972.97,2561664963
2025-09-16,恒生科技,6077.66016,6070.77,6116.9,6010.44,2025776081
2025-09-17,恒生科技,6334.24023,6133.1,6351.52,6133.1,5547840339
2025-09-18,恒生科技,6271.22022,6334.32,6461.04,6179.19,3986669864
2025-09-19,恒生科技,6294.41992,6298.91,6367.98,6228.73,3319578153
2025-09-22,恒生科技,6257.91016,6251.88,6284.5,6204.47,2070557806
2025-09-23,恒生科技,6167.06006,6271.36,6274.09,6093.39,2189016195
2025-09-24,恒生科技,6323.1499,6133.64,6331.86,6114.37,2193112146
2025-09-25,恒生科技,6379.18994,6314.74,6448.64,6304.56,3634377173
2025-09-26,恒生科技,6195.10986,6317.6,6357.43,6172.25,3722603452
2025-09-29,恒生科技,6324.25,6236.69,6338.74,6236.69,2432332915
2025-09-30,恒生科技,6465.66016,6345.96,6475.92,6326.61,2867590843
2025-10-02,恒生科技,6682.85986,6483.22,6715.46,6481.58,1614918261
2025-10-03,恒生科技,6622.8501,6653.26,6665.56,6561.09,841395975
2025-10-06,恒生科技,6550.29981,6548.8,6604.6,6508.43,841435354
2025-10-08,恒生科技,6514.18994,6543.4,6543.4,6405.16,1409642525
2025-10-09,恒生科技,6471.33984,6540.81,6605.73,6417.81,3137924433
2025-10-10,恒生科技,6259.75,6380.88,6380.88,6241.75,2415039625
2025-10-13,恒生科技,6145.50977,6107.65,6199.16,5952.83,6772350868
2025-10-14,恒生科技,5923.25977,6180.08,6205.98,5894.47,3014027618
2025-10-15,恒生科技,6075.27002,6000.9,6095.18,5939.48,2040530260
2025-10-16,恒生科技,6003.56006,6066.47,6094.72,5940.72,1603789197
2025-10-17,恒生科技,5760.37988,5999.48,5999.48,5732.75,2211640190
2025-10-20,恒生科技,5933.16992,5984.8,5984.8,5887.81,1291886686
2025-10-21,恒生科技,6007.93994,6042.07,6115.0,5999.0,1650345306
2025-10-22,恒生科技,5923.08984,5958.63,5979.51,5867.12,1143151096
2025-10-23,恒生科技,5951.4502,5882.92,5992.66,5818.47,1437963500
2025-10-24,恒生科技,6059.89014,6032.41,6066.36,5994.59,1822287326
2025-10-27,恒生科技,6171.08008,6184.65,6184.74,6098.81,1757598097
2025-10-28,恒生科技,6093.43994,6198.68,6198.68,6070.05,1483772713
2025-10-30,恒生科技,6051.75977,6125.63,6162.47,5991.08,2077839681
2025-10-31,恒生科技,5908.08008,6012.57,6014.49,5908.08,1426662390
2025-11-03,恒生科技,5922.47998,5936.28,5948.84,5855.16,1270829004
2025-11-04,恒生科技,5818.29004,5911.07,5961.02,5798.75,1447279459
2025-11-05,恒生科技,5785.8501,5716.54,5805.55,5651.15,1712005482
2025-11-06,恒生科技,5944.22022,5822.19,5955.13,5792.95,1331364189
2025-11-07,恒生科技,5837.35986,5894.98,5899.5,5817.64,1349645667
2025-11-10,恒生科技,5915.56006,5858.41,5924.48,5803.22,1176833821
2025-11-11,恒生科技,5924.39014,5962.02,5970.68,5856.72,1197694333
2025-11-12,恒生科技,5933.99023,5939.69,5973.6,5876.72,1384624166
2025-11-13,恒生科技,5981.29981,5885.22,6025.53,5869.96,1296665068
2025-11-14,恒生科技,5812.79981,5848.48,5907.94,5795.8,1225349076
2025-11-17,恒生科技,5756.87988,5771.51,5834.38,5721.83,1419522566
2025-11-18,恒生科技,5645.72998,5684.81,5739.13,5613.99,1728546618
2025-11-19,恒生科技,5606.8999,5666.89,5688.05,5579.31,1657095033
2025-11-20,恒生科技,5574.58984,5646.28,5660.53,5510.11,1496024021
2025-11-21,恒生科技,5395.49023,5451.51,5475.45,5361.74,2014331769
2025-11-24,恒生科技,5545.56006,5456.61,5565.53,5410.07,3001528273
2025-11-25,恒生科技,5612.02979,5624.61,5671.55,5559.13,1679860584
2025-11-26,恒生科技,5618.35986,5649.77,5669.58,5609.86,1369016804
2025-11-27,恒生科技,5598.04981,5613.0,5679.45,5587.74,1204913337
2025-11-28,恒生科技,5599.10986,5622.36,5631.27,5571.31,896437824
2025-12-01,恒生科技,5644.75977,5611.02,5666.28,5584.96,1060200212
2025-12-02,恒生科技,5624.04004,5687.49,5689.06,5596.5,1193542278
2025-12-03,恒生科技,5534.91992,5595.53,5600.88,5524.25,1000299059
2025-12-04,恒生科技,5615.43018,5546.3,5643.23,5501.88,1307781309
2025-12-05,恒生科技,5662.45996,5592.19,5686.01,5552.03,1581235924
2025-12-08,恒生科技,5662.54981,5666.99,5706.54,5644.67,1267825602
2025-12-09,恒生科技,5554.68018,5656.07,5668.24,5543.83,1144814044
2025-12-10,恒生科技,5581.1001,5552.35,5582.96,5502.17,1386548721
2025-12-11,恒生科技,5534.58984,5611.93,5626.77,5516.21,1295147954
2025-12-12,恒生科技,5638.04981,5591.15,5649.28,5549.64,2193192331
2025-12-15,恒生科技,5498.41992,5562.67,5582.46,5494.31,1346734790
2025-12-16,恒生科技,5402.50977,5467.76,5480.59,5348.31,1798489314
2025-12-17,恒生科技,5457.9502,5407.36,5479.99,5381.73,1357300288
2025-12-18,恒生科技,5418.29004,5397.34,5432.9,5367.13,1767215803
2025-12-19,恒生科技,5479.04004,5461.92,5505.14,5432.41,1819773037
2025-12-22,恒生科技,5526.83008,5512.54,5552.72,5498.85,1640541244
2025-12-23,恒生科技,5488.89014,5534.54,5534.54,5466.63,1402383649
2025-12-24,恒生科技,5499.29981,5492.83,5523.28,5484.11,672759214
2025-12-29,恒生科技,5483.00977,5547.79,5619.63,5483.01,1378118553
2025-12-30,恒生科技,5578.37988,5503.61,5597.87,5503.61,1645322139
2025-12-31,恒生科技,5515.97998,5566.24,5581.97,5493.15,810951365
2026-01-02,恒生科技,5736.43994,5547.85,5753.28,5530.99,880006127
2026-01-05,恒生科技,5741.63,5755.28,5786.6,5707.73,1818827668
2026-01-06,恒生科技,5825.25977,5787.01,5875.32,5784.54,2255786902
2026-01-07,恒生科技,5738.52002,5809.01,5810.83,5687.01,1975891591
2026-01-08,恒生科技,5678.33984,5713.53,5713.53,5614.59,2008530646
2026-01-09,恒生科技,5687.14014,5699.97,5737.22,5661.28,1723966101
2026-01-12,恒生科技,5863.2002,5737.43,5863.61,5698.16,3112166609
2026-01-13,恒生科技,5869.79004,5976.22,6001.02,5827.58,2955008540
2026-01-14,恒生科技,5908.25977,5894.63,5965.61,5837.53,3333634188
2026-01-15,恒生科技,5828.3501,5875.78,5903.23,5788.09,2068878511
2026-01-16,恒生科技,5822.18018,5883.37,5894.76,5791.76,2045025775
2026-01-19,恒生科技,5749.97998,5777.07,5803.51,5741.51,1472406783
2026-01-20,恒生科技,5683.43994,5737.11,5762.89,5662.19,1695102218
2026-01-21,恒生科技,5746.29981,5643.62,5783.73,5641.33,2290528625
2026-01-22,恒生科技,5762.43994,5795.0,5807.16,5712.75,1382067443
2026-01-23,恒生科技,5798.00977,5817.51,5822.78,5757.29,1189570500
2026-01-26,恒生科技,5725.99023,5801.15,5801.15,5686.47,1224042094
2026-01-27,恒生科技,5754.72022,5734.9,5769.03,5682.78,1074277033
2026-01-28,恒生科技,5900.16016,5786.66,5901.32,5772.67,1681210142
2026-01-29,恒生科技,5841.1001,5853.59,5898.72,5805.6,1649497765
2026-01-30,恒生科技,5718.18018,5789.49,5801.1,5716.52,1435751033
2026-02-02,恒生科技,5526.31006,5644.38,5644.38,5470.01,1887713610
2026-02-03,恒生科技,5467.25977,5563.79,5579.3,5338.5,1704158911
2026-02-04,恒生科技,5366.43994,5419.93,5432.47,5320.72,1892560197
2026-02-05,恒生科技,5406.12988,5295.89,5421.74,5267.63,1837424043
2026-02-06,恒生科技,5346.2002,5275.12,5397.32,5275.12,1323860529
2026-02-09,恒生科技,5417.6001,5447.63,5459.9,5392.32,1242664781
2026-02-10,恒生科技,5451.02979,5461.96,5522.5,5441.48,1430587043
2026-02-11,恒生科技,5499.99023,5462.7,5521.81,5450.21,1589216055
2026-02-12,恒生科技,5408.97998,5474.25,5476.48,5393.12,2377756696
2026-02-13,恒生科技,5360.41992,5323.14,5381.69,5310.84,1564431383
2026-02-16,恒生科技,5367.52002,5350.25,5368.23,5253.64,527993727
2026-02-20,恒生科技,5211.5,5330.61,5341.72,5211.5,967555315
2026-02-23,恒生科技,5385.3501,5303.5,5420.96,5303.5,1048301124
2026-02-24,恒生科技,5270.7002,5330.26,5330.26,5239.69,1906164340
2026-02-25,恒生科技,5260.5,5316.09,5325.58,5252.2,1591631479
2026-02-26,恒生科技,5109.33008,5284.51,5284.51,5109.33,1790230632
2026-02-27,恒生科技,5137.83984,5117.24,5185.26,5100.17,4142214244
2026-03-02,恒生科技,4989.37012,5046.4,5088.25,4966.85,2768949781
2026-03-03,恒生科技,4876.52979,5018.4,5031.42,4859.54,2091227056
2026-03-04,恒生科技,4829.5,4816.2,4881.69,4750.18,2218078934
2026-03-05,恒生科技,4796.33008,4907.05,4916.24,4769.92,1452610550
2026-03-06,恒生科技,4947.5,4818.81,4977.08,4798.23,2151317787
2026-03-09,恒生科技,4941.72998,4760.16,4947.49,4760.16,1878874073
2026-03-10,恒生科技,5060.52979,5040.8,5060.53,4960.79,1555239866
2026-03-11,恒生科技,5054.8501,5104.58,5124.55,5035.9,1125039532
2026-03-12,恒生科技,5027.64014,5024.53,5088.59,4973.32,1497263316
2026-03-13,恒生科技,4978.08008,5006.29,5046.29,4963.02,2152400564
2026-03-16,恒生科技,5111.77979,4988.47,5127.25,4935.85,1821880816
2026-03-17,恒生科技,5107.64014,5137.33,5232.33,5094.32,1491913096
2026-03-18,恒生科技,5108.29981,5112.97,5136.02,5053.74,1317586347
2026-03-19,恒生科技,4996.27979,5000.99,5069.24,4981.92,1570337425
2026-03-20,恒生科技,4872.37988,4948.04,4997.7,4835.87,1937592465
2026-03-23,恒生科技,4712.47998,4780.04,4806.61,4657.55,2156292674
2026-03-24,恒生科技,4830.89014,4773.58,4840.61,4693.49,1432262486
2026-03-25,恒生科技,4922.93994,4878.64,4955.47,4806.72,2532070119
2026-03-26,恒生科技,4761.54004,4889.55,4902.42,4745.55,1672938527
2026-03-27,恒生科技,4778.00977,4740.78,4836.78,4722.5,1261861465
2026-03-30,恒生科技,4690.08008,4645.26,4727.42,4619.67,1561604800
2026-03-31,恒生科技,4649.81982,4693.61,4742.04,4623.65,1322164004
2026-04-01,恒生科技,4756.4502,4777.67,4792.65,4708.89,1587361566
2026-04-02,恒生科技,4679.1001,4732.95,4742.78,4629.15,1674099791
2026-04-08,恒生科技,4923.25,4817.01,4930.67,4809.8,2477888482
2026-04-09,恒生科技,4821.66992,4868.39,4889.89,4809.96,1355007460
2026-04-10,恒生科技,4860.25977,4844.15,4935.97,4844.14,1379650087
2026-04-13,恒生科技,4822.00977,4826.86,4843.99,4791.86,1046182006
2026-04-14,恒生科技,4851.95996,4888.22,4900.49,4801.9,1114889722
